Kriterium;Region;Anbieter;Score;Begründung;Quellen
Infrastructure as Code & DataOps;DE;Open Telekom Cloud (OTC);4;OTC bietet einen offiziellen Terraform-Provider mit breiter Ressourcen-Abdeckung und den eigenen Resource Formation Service (RFS) als CloudFormation-Äquivalent. OpenStack CLI und APIs sind nutzbar. Im Vergleich zu IONOS (Score 3) reiferes IaC-Ökosystem durch RFS. Gegenüber Hyperscalern (Score 5) fehlen native CI/CD-Dienste und die Tooling-Breite. Score 4.;"https://registry.terraform.io/providers/opentelekomcloud/opentelekomcloud/latest/docs; https://www.open-telekom-cloud.com/en/products-services"
Infrastructure as Code & DataOps;DE;STACKIT;4;Unabhängige Evaluierungen (Wolk.work, Jan 2026) bestätigen starken Terraform-Support mit zuverlässiger Cluster-Provisionierung. STACKIT CLI ist verfügbar. Gardener-basiertes Kubernetes ermöglicht GitOps-Workflows (ArgoCD, Flux). Im Vergleich zu OTC (ebenfalls Score 4) ähnliches Niveau. Gegenüber Hyperscalern (Score 5) fehlen native CI/CD-Pipelines und ein IaC-Template-System. Score 4.;"https://www.wolk.work/blog/posts/european-cloud-providers-compared-a-hands-on-terraform-test-january-2026-; https://docs.stackit.cloud/"
Infrastructure as Code & DataOps;USA;AWS;5;AWS bietet CloudFormation (proprietäres IaC mit vollständiger AWS-Abdeckung), CDK (Infrastructure-as-Code in TypeScript/Python/Java), exzellenten Terraform-Support, CodePipeline/CodeBuild/CodeDeploy für CI/CD, und Step Functions für Workflow-Orchestrierung. DataOps wird durch Glue Workflows, MWAA (Managed Airflow) und EventBridge Scheduler unterstützt. Im Vergleich zu Azure und GCP (beide Score 5) das breiteste IaC-Ökosystem. Score 5.;"https://aws.amazon.com/cloudformation/; https://aws.amazon.com/cdk/; https://aws.amazon.com/codepipeline/"
Infrastructure as Code & DataOps;USA;Azure;5;Azure bietet ARM Templates, Bicep (deklaratives IaC mit sauberer Syntax), native GitHub Actions-Integration (Microsoft-owned), Azure DevOps (Pipelines, Repos, Boards), und exzellenten Terraform-Support. Azure Data Factory Pipelines für DataOps. Besonderer Vorteil: tiefe GitHub-Integration macht CI/CD besonders entwicklerfreundlich. Im Vergleich zu AWS (Score 5) etwas weniger IaC-Optionen, aber GitHub-Vorteil kompensiert. Score 5.;"https://learn.microsoft.com/en-us/azure/azure-resource-manager/; https://azure.microsoft.com/en-us/products/devops/"
Infrastructure as Code & DataOps;USA;Google Cloud;5;GCP bietet Deployment Manager (proprietäres IaC), Config Connector (K8s-natives IaC), erstklassigen Terraform-Support, Cloud Build (CI/CD), und Cloud Composer (Managed Airflow) für DataOps. Workflows für serverlose Orchestrierung. Im Vergleich zu AWS und Azure (beide Score 5) etwas weniger breites CI/CD-Ökosystem, aber Cloud Composer und Config Connector sind starke Differenzierungsmerkmale. Score 5.;"https://cloud.google.com/deployment-manager; https://cloud.google.com/build; https://cloud.google.com/composer"
Monitoring, Observability & AIOps;DE;IONOS;2;IONOS bietet Monitoring-as-a-Service mit grundlegenden Metriken und Alerts. JEDOCH: kein Log-Management, keine Tracing-Lösung, keine AIOps-Engine für prädiktive Fehlererkennung. Im Vergleich zu OTC und STACKIT (beide Score 3) schwächer, da kein APM und keine Open-Source-Observability-Stack-Integration (kein Managed Grafana/Prometheus). Gegenüber Hyperscalern (Score 5) fehlt praktisch die gesamte Observability-Tiefe. Score 2.;https://docs.ionos.com/cloud/
Monitoring, Observability & AIOps;DE;Open Telekom Cloud (OTC);3;OTC bietet Cloud Eye (Infrastruktur-Monitoring mit Metriken und Alarms), Application Performance Management (APM), Cloud Trace Service (CTS) für Audit-Logging, und Log Tank Service (LTS) für zentralisiertes Log-Management. Funktional deutlich breiter als IONOS (Score 2). JEDOCH: keine KI-gestützte AIOps (kein Äquivalent zu AWS DevOps Guru oder Azure AI-basierter Anomalie-Erkennung). Score 3.;https://www.open-telekom-cloud.com/en/products-services
Monitoring, Observability & AIOps;DE;STACKIT;3;STACKIT bietet Observability (Managed Grafana + Prometheus), LogMe (zentrales Log-Management), und Alerting. Open-Source-basiert und damit erweiterbar. Im Vergleich zu OTC (Score 3) ähnlich breit, mit Stärke bei Open-Source-Integration (Grafana-Stack). Gegenüber IONOS (Score 2) klar besser durch Managed Grafana/Prometheus. Gegenüber Hyperscalern (Score 5) fehlen AIOps und tiefere APM-Integration. Score 3.;https://docs.stackit.cloud/
Monitoring, Observability & AIOps;USA;AWS;5;AWS CloudWatch bietet Metriken, Logs, Alarms und Dashboards als zentrale Observability-Plattform. X-Ray für Distributed Tracing. DevOps Guru (ML-basierte AIOps) erkennt anomale Operational Patterns und gibt proaktive Empfehlungen. CloudTrail für Audit-Logging. Managed Grafana und Managed Prometheus für Open-Source-Integration. Im Vergleich zu Azure und GCP (beide Score 5) das breiteste Monitoring-Ökosystem. Score 5.;"https://aws.amazon.com/cloudwatch/; https://aws.amazon.com/devops-guru/"
Monitoring, Observability & AIOps;USA;Azure;5;Azure Monitor bietet Metriken, Logs, Alerts und Workbooks. Application Insights für APM und Distributed Tracing. Log Analytics (Kusto/KQL) für leistungsfähige Log-Abfragen. Azure Monitor AIOps mit Smart Detection und ML-basierter Anomalie-Erkennung. Integration mit Grafana (Managed Grafana). Im Vergleich zu AWS (Score 5) stärkeres APM durch Application Insights, gleichwertiges AIOps. Score 5.;"https://azure.microsoft.com/en-us/products/monitor/; https://learn.microsoft.com/en-us/azure/azure-monitor/app/app-insights-overview"
Monitoring, Observability & AIOps;USA;Google Cloud;5;Cloud Monitoring, Cloud Logging und Cloud Trace bilden die Observability-Suite. Active Assist bietet KI-gestützte Empfehlungen für Kosten, Performance und Sicherheit. Error Reporting für automatische Error-Gruppierung. Cloud Profiler für kontinuierliches CPU/Memory-Profiling. Im Vergleich zu AWS und Azure (beide Score 5) etwas weniger AIOps-Tiefe, aber sauberere Integration und entwicklerfreundlichere UX. Score 5.;"https://cloud.google.com/monitoring; https://cloud.google.com/active-assist"
API-First & Entwicklerfreundlichkeit;DE;IONOS;4;IONOS' Data Center Designer (DCD) ist ein innovatives visuelles Tool für API-basiertes Infrastruktur-Design. REST-API-Abdeckung für alle Core-Services. SDKs für Go, Python, Java, Ruby. In unabhängigen Tests (Wolk.work, Jan 2026) positiv bewertet. Im Vergleich zu AWS/Azure (beide Score 4) überraschend stark in der Developer Experience für IaaS-Provisionierung. Gegenüber GCP (Score 5) fehlt die Tiefe des Managed-Service-Ökosystems. Score 4.;"https://www.wolk.work/blog/posts/european-cloud-providers-compared-a-hands-on-terraform-test-january-2026-; https://cloud.ionos.com/"
API-First & Entwicklerfreundlichkeit;DE;Open Telekom Cloud (OTC);3;OTC bietet robuste OpenStack-APIs und ein funktionales Dashboard. OpenStack-SDKs (Python, Go) sind verfügbar. JEDOCH: die Huawei-spezifischen Dienste (ModelArts, DLI, GaussDB) haben separate API-Muster, die nicht immer konsistent sind. Das Dashboard kann für Cloud-Einsteiger komplex wirken. Im Vergleich zu IONOS (Score 4) weniger intuitive UX, im Vergleich zu STACKIT (Score 2) bessere API-Abdeckung. Score 3.;"https://www.open-telekom-cloud.com/en/products-services; https://xomnia.com/post/navigating-the-european-cloud-landscape-open-telekom-cloud-stackit-and-ovhcloud-in-focus/"
API-First & Entwicklerfreundlichkeit;DE;STACKIT;2;In einem unabhängigen Hands-on-Test (Wolk.work, Jan 2026) litt die Developer Experience massiv unter blockierten und fehlschlagenden Account-Onboardings. APIs sind vorhanden, aber die Dokumentation und das Onboarding-Erlebnis hinken deutlich hinter den Konkurrenten her. STACKIT CLI ist verfügbar, aber das Ökosystem ist noch jung. Im Vergleich zu IONOS (Score 4, DCD sehr positiv bewertet) und OTC (Score 3) die schwächste Developer Experience unter den DE-Anbietern. Score 2.;"https://www.wolk.work/blog/posts/european-cloud-providers-compared-a-hands-on-terraform-test-january-2026-; https://docs.stackit.cloud/"
API-First & Entwicklerfreundlichkeit;USA;AWS;4;AWS ist die API-first-Cloud schlechthin – Jeff Bezos' internes API-Mandat (2002) machte jeden Service API-zugänglich. AWS bietet SDKs für 11+ Sprachen, umfangreiche CLI, CloudShell, und die vollständigste API-Abdeckung aller Cloud-Anbieter. Die Dokumentation ist extrem umfassend. JEDOCH: Die schiere Masse an 200+ Services und die historisch gewachsene Konsole machen die Lernkurve steil und die UX teils unübersichtlich (im Vergleich zu GCPs saubereren Abstraktionen). API-Qualität ist exzellent, Developer Experience leidet unter Komplexität. Score 4 statt 3: die API-Breite und -Qualität ist Industrie-führend, auch wenn die UX nicht an GCP heranreicht.;"https://aws.amazon.com/developer/tools/; https://docs.aws.amazon.com/"
API-First & Entwicklerfreundlichkeit;USA;Azure;4;Azure bietet umfangreiche REST-APIs, SDKs für alle gängigen Sprachen, Azure CLI, PowerShell-Integration und Cloud Shell. Die Integration mit GitHub (Eigentümer: Microsoft), VS Code und GitHub Copilot macht die Entwicklertools erstklassig. Azure Resource Manager (ARM) APIs sind konsistent strukturiert. JEDOCH: Das Portal wird oft als komplex und unübersichtlich kritisiert ('Maze of Blades'), und die IAM-Konfiguration (Entra ID) hat eine steile Lernkurve. Score 4 statt 3: die API-Qualität und das Entwickler-Tooling (VS Code, GitHub) sind stärker als Score 3 suggeriert, auch wenn die Portal-UX hinter GCP zurückbleibt.;"https://learn.microsoft.com/en-us/rest/api/azure/; https://azure.microsoft.com/en-us/products/devops/"
API-First & Entwicklerfreundlichkeit;USA;Google Cloud;5;GCP gilt branchenweit als die Cloud mit den saubersten API-Abstraktionen und der intuitivsten Konsole. Konsistente REST-APIs, Client Libraries in 7+ Sprachen, Cloud Shell mit vorinstalliertem Tooling, und exzellente Dokumentation. gcloud CLI ist intuitiver als AWS CLI und Azure CLI. BigQuery, GKE und Pub/Sub sind Beispiele für besonders entwicklerfreundliche API-Designs. Im Vergleich zu AWS (Score 4, breitere API-Abdeckung aber steilere Lernkurve) und Azure (Score 4, GitHub-Integration aber komplexes Portal) die beste Developer Experience. Score 5.;"https://cloud.google.com/apis; https://cloud.google.com/sdk/gcloud"
Cross-Organization Data Sharing;DE;IONOS;4;IONOS ist Gaia-X-Gründungsmitglied und bietet über die Stackable Data Platform Open-Source-basierte Konzepte für unabhängige Datenspaces. Managed Stackable ermöglicht Datenintegration in offenen Formaten. JEDOCH: kein dediziertes Data-Sharing-Produkt wie BigQuery Analytics Hub oder AWS Clean Rooms. Data Sharing ist möglich über Standard-Mechanismen (S3-kompatibler OBS, APIs), aber nicht als Plattform-Feature. Score 4: starke philosophische Ausrichtung (Gaia-X, Open Source), aber eingeschränkte technische Umsetzung.;"https://cloud.ionos.com/solutions/big-data; https://docs.stackable.tech/"
Cross-Organization Data Sharing;DE;Open Telekom Cloud (OTC);3;Die Deutsche Telekom bietet den Data Intelligence Hub als separates Produkt für souveränes B2B-Data-Sharing (Catena-X, IDSA-zertifiziert). JEDOCH: Der Data Intelligence Hub ist kein natives OTC-Produkt, sondern ein separates Telekom-Angebot. OTC selbst hat kein eingebautes Data-Sharing-Feature vergleichbar mit BigQuery Analytics Hub (GCP, Score 5), AWS Clean Rooms (AWS, Score 4) oder Azure Data Share (Azure, Score 4). Die Catena-X-Anbindung ist stark für Automotive, aber nicht universell. Ohne den separat zu lizenzierenden Data Intelligence Hub bietet OTC nur Standard-Mechanismen (OBS-Bucket-Sharing, VPC-Peering). Score 3 statt 5: der Data Intelligence Hub ist ein Telekom-Produkt, kein OTC-Cloud-Feature.;"https://dih.telekom.net/; https://www.open-telekom-cloud.com/en/products-services"
Cross-Organization Data Sharing;DE;STACKIT;4;STACKIT bietet über die Partnerschaft mit Dremio Daten-Föderation in offenen Formaten (Apache Iceberg). Organisationsübergreifende Abfragen sind konzeptionell möglich. JEDOCH: kein dediziertes Data-Sharing-Produkt. Dremio ist eine Partner-Lösung, kein natives STACKIT-Feature. Im Vergleich zu GCP (Score 5, Analytics Hub) und AWS/Azure (Score 4, Clean Rooms/Data Share) weniger ausgereift, aber durch Open-Format-Strategie zukunftsfähig. Score 4.;"https://stackit.com/en/products/data-ai; https://www.dremio.com/"
Cross-Organization Data Sharing;USA;AWS;4;AWS Clean Rooms ermöglicht datenschutzkonformes Multi-Party-Data-Sharing ohne Datenkopien. AWS Data Exchange ist ein Marktplatz für Drittanbieter-Daten. Lake Formation ermöglicht feingranulare Zugriffssteuerung für S3-Daten. JEDOCH: das Ökosystem bleibt überwiegend AWS-zentriert – Cross-Cloud-Sharing ist eingeschränkt. Im Vergleich zu GCP (Score 5, Analytics Hub mit Zero-Copy-Sharing) weniger offener Ansatz. Score 4.;"https://aws.amazon.com/clean-rooms/; https://aws.amazon.com/data-exchange/"
Cross-Organization Data Sharing;USA;Azure;4;Azure Data Share ermöglicht Snapshot-basiertes und In-Place-Data-Sharing. Microsoft Purview bietet umfassende Data-Governance für geteilte Daten. JEDOCH: Data Share erfordert den Microsoft-Stack auf beiden Seiten. In-Place-Sharing ist auf Azure-Dienste beschränkt. Im Vergleich zu GCP (Score 5, Analytics Hub mit breiterer Abonnenten-Basis) stärker bei Governance, schwächer bei Flexibilität. Score 4.;"https://azure.microsoft.com/en-us/products/data-share/; https://azure.microsoft.com/en-us/products/purview/"
Cross-Organization Data Sharing;USA;Google Cloud;5;BigQuery Analytics Hub ermöglicht Zero-Copy-Data-Sharing über Organisationsgrenzen hinweg als Pub/Sub-Modell (Publisher/Subscriber). Kein Datentransfer nötig – Abonnenten greifen direkt auf geteilte Datasets zu. Unterstützt öffentliche und private Listings. Dataplex für organisationsübergreifende Data-Governance. Im Vergleich zu AWS (Score 4, Clean Rooms) und Azure (Score 4, Data Share) der offenste und nahtloseste Ansatz für Cross-Org-Sharing. Score 5.;"https://cloud.google.com/bigquery/docs/analytics-hub-introduction; https://cloud.google.com/dataplex"
